date,open,high,low,close,volume
2015-02-23,1820.6,1821.4,1792.1,1813.9,1254529
2015-02-24,1824.4,1837.6,1807.4,1821.5,310189
2015-02-25,1853.7,1878.5,1849.1,1855.4,1468628
2015-02-26,1837.3,1839.5,1822.5,1836.2,1414663
2015-02-27,1871.7,1890.6,1840.6,1867.7,442641
2015-03-02,1884.3,1903.4,1854.3,1878.9,409674
2015-03-03,1907.8,1919.6,1885.4,1901.9,1214311
2015-03-04,1882.3,1904.4,1875.6,1882.3,1014746
2015-03-05,1914.0,1921.6,1905.5,1909.5,1122176
2015-03-06,1923.3,1918.6,1892.5,1915.9,779501
2015-03-09,1939.3,1946.1,1918.5,1943.0,838304
2015-03-10,1919.7,1944.7,1915.3,1923.9,1452925
2015-03-11,1941.5,1969.7,1939.2,1944.5,694391
2015-03-12,1953.3,1962.4,1947.5,1948.9,824116
2015-03-13,1966.4,1983.2,1960.0,1962.7,632474
2015-03-16,1999.3,2015.0,1992.4,1994.2,515763
2015-03-17,1998.1,1995.8,1978.9,1990.5,1211493
2015-03-18,1946.4,1974.2,1947.5,1953.3,911614
2015-03-19,1986.5,1987.4,1969.1,1980.5,1000970
2015-03-20,2027.0,2053.5,2004.5,2024.6,1499174
2015-03-23,2030.3,2060.5,2020.3,2037.0,393046
2015-03-24,2054.2,2074.8,2031.3,2055.0,1208893
2015-03-25,2090.6,2106.2,2078.3,2094.4,564126
2015-03-26,2173.3,2198.6,2162.2,2173.8,831080
2015-03-27,2154.6,2176.3,2130.4,2158.7,1017382
2015-03-30,2094.3,2104.7,2083.3,2098.3,1491812
2015-03-31,2110.0,2136.0,2086.8,2104.5,637369
2015-04-01,2140.0,2158.1,2132.0,2139.2,669066
2015-04-02,2140.8,2139.8,2113.1,2135.8,1488001
2015-04-03,2117.1,2124.3,2093.0,2118.8,730345
2015-04-06,2130.1,2150.0,2118.9,2128.2,485127
2015-04-07,2193.9,2212.9,2182.2,2188.7,873035
2015-04-08,2182.1,2185.0,2179.5,2181.1,1174981
2015-04-09,2168.6,2184.8,2140.0,2172.3,1248740
2015-04-10,2220.9,2234.7,2214.1,2224.7,1349730
2015-04-13,2210.8,2240.3,2206.1,2218.4,352865
2015-04-14,2200.4,2217.4,2172.4,2202.3,1331385
2015-04-15,2151.6,2160.5,2138.6,2144.7,660672
2015-04-16,2136.2,2162.9,2140.4,2143.7,1255322
2015-04-17,2192.2,2217.6,2172.5,2193.8,591070
2015-04-20,2150.8,2181.7,2142.6,2156.6,384663
2015-04-21,2131.8,2136.5,2123.6,2125.6,379401
2015-04-22,2120.3,2152.8,2099.9,2124.5,986764
2015-04-23,2064.5,2084.8,2043.8,2065.2,540447
2015-04-24,2036.2,2066.9,2011.1,2039.3,403063
2015-04-27,2064.8,2090.5,2044.1,2063.2,702929
2015-04-28,2069.1,2095.9,2048.4,2071.7,843541
2015-04-29,2059.2,2064.1,2047.8,2053.3,896740
2015-04-30,2025.0,2028.2,2000.9,2017.6,737035
2015-05-01,2008.4,2027.2,1996.5,2008.4,474157
2015-05-04,1977.0,2003.4,1969.1,1974.0,1368668
2015-05-05,1954.0,1967.8,1938.4,1950.1,946293
2015-05-06,1910.4,1934.3,1908.0,1908.2,435635
2015-05-07,1920.7,1944.6,1897.9,1924.6,1316036
2015-05-08,1970.1,1973.3,1962.7,1966.6,852597
2015-05-11,1987.0,2018.6,1985.9,1989.7,1188708
2015-05-12,2003.7,2012.5,1976.8,2002.9,1037937
2015-05-13,2011.4,2030.4,2001.4,2017.7,841730
2015-05-14,2048.2,2046.2,2020.3,2044.2,412123
2015-05-15,2058.8,2074.4,2034.4,2059.5,934499
2015-05-18,2062.0,2093.5,2039.0,2064.9,1339433
2015-05-19,2061.2,2079.0,2048.3,2063.5,1239767
2015-05-20,2084.8,2119.8,2083.9,2088.7,1044288
2015-05-21,2052.3,2081.0,2051.3,2055.0,477748
2015-05-22,2020.5,2035.9,1998.4,2020.7,933445
2015-05-25,1995.1,2013.4,1981.3,1991.4,834201
2015-05-26,1962.7,1968.4,1929.9,1956.0,1055293
2015-05-27,1985.2,1994.3,1967.2,1989.2,643765
2015-05-28,1965.1,1969.5,1955.6,1967.7,527525
2015-05-29,1960.3,1962.6,1932.9,1953.6,1019761
2015-06-01,1943.2,1960.4,1915.6,1935.9,1064398
2015-06-02,1893.8,1904.6,1880.8,1895.5,911740
2015-06-03,1857.4,1878.9,1849.2,1858.1,1434868
2015-06-04,1823.0,1844.0,1818.1,1827.1,972012
2015-06-05,1822.1,1851.6,1806.1,1825.3,982830
2015-06-08,1813.0,1831.4,1785.2,1810.6,912403
2015-06-09,1820.7,1837.7,1814.7,1815.7,640713
2015-06-10,1781.9,1807.3,1777.6,1788.0,532510
2015-06-11,1752.4,1771.1,1731.7,1745.6,967692
2015-06-12,1761.8,1760.1,1736.7,1759.0,500677
2015-06-15,1770.0,1786.8,1756.6,1770.8,643752
2015-06-16,1815.0,1817.1,1803.4,1809.3,468961
2015-06-17,1832.6,1854.1,1823.3,1831.1,350866
2015-06-18,1857.7,1874.5,1838.2,1853.7,803336
2015-06-19,1869.9,1890.5,1863.8,1870.7,472534
2015-06-22,1923.5,1923.6,1912.6,1919.4,1310372
2015-06-23,1926.6,1941.4,1914.9,1922.2,542922
2015-06-24,1922.8,1920.3,1910.3,1917.1,1441659
2015-06-25,1890.3,1884.5,1855.5,1883.5,1476874
2015-06-26,1890.8,1904.8,1885.7,1894.0,757209
2015-06-29,1863.1,1865.7,1847.7,1861.7,1112021
2015-06-30,1830.8,1829.5,1809.6,1825.6,1129092
2015-07-01,1840.9,1844.7,1823.6,1843.2,1494257
2015-07-02,1876.6,1904.4,1869.9,1876.6,466559
2015-07-03,1883.2,1885.5,1878.6,1885.2,1037824
2015-07-06,1988.1,1995.7,1961.0,1987.0,443897
2015-07-07,2015.4,2023.2,1992.4,2020.9,1391247
2015-07-08,2003.2,2001.6,1972.3,1998.5,612275
2015-07-09,1991.0,2016.1,1968.6,1997.5,340396
2015-07-10,1984.0,2011.9,1982.2,1989.8,776813
2015-07-13,2005.5,2022.3,1998.9,2005.3,1179889
2015-07-14,1949.7,1965.6,1937.8,1942.3,1420144
2015-07-15,1950.1,1967.6,1935.2,1951.3,884117
2015-07-16,1918.9,1928.7,1911.3,1923.1,653710
2015-07-17,1939.6,1961.4,1940.2,1945.5,1309119
2015-07-20,1967.5,1982.5,1947.8,1970.0,878036
2015-07-21,1944.6,1958.6,1921.1,1949.2,356580
2015-07-22,1898.7,1907.5,1885.4,1899.7,1433247
2015-07-23,1917.7,1914.0,1895.2,1911.9,731169
2015-07-24,1879.7,1889.7,1849.5,1875.1,621062
2015-07-27,1893.1,1893.5,1866.0,1892.4,1022506
2015-07-28,1859.5,1869.2,1844.5,1856.5,779527
2015-07-29,1878.0,1891.4,1870.1,1871.1,1342972
2015-07-30,1852.4,1865.8,1841.0,1858.0,791731
2015-07-31,1832.8,1840.8,1821.8,1832.3,852643
2015-08-03,1861.8,1873.0,1845.3,1856.7,309754
2015-08-04,1831.2,1836.5,1813.8,1830.5,802571
2015-08-05,1819.1,1840.6,1822.2,1823.9,675104
2015-08-06,1856.3,1858.5,1838.7,1857.8,627679
2015-08-07,1838.6,1871.5,1821.6,1845.7,1016887
2015-08-10,1869.8,1877.5,1869.3,1876.4,1320521
2015-08-11,1880.2,1904.5,1870.2,1884.0,308955
2015-08-12,1859.4,1870.9,1842.1,1861.4,617142
2015-08-13,1853.8,1878.1,1837.1,1854.6,867300
2015-08-14,1869.4,1866.3,1834.6,1862.3,826302
2015-08-17,1876.6,1884.3,1869.6,1876.0,668922
2015-08-18,1873.2,1884.5,1849.0,1866.8,1233310
2015-08-19,1836.9,1854.3,1817.2,1829.6,573436
2015-08-20,1794.3,1818.6,1772.1,1798.3,1309717
2015-08-21,1755.9,1760.9,1751.5,1756.4,1228666
2015-08-24,1756.4,1766.7,1730.3,1751.8,460117
2015-08-25,1782.0,1793.9,1753.0,1775.0,741464
2015-08-26,1730.8,1740.3,1728.6,1736.1,737306
2015-08-27,1752.9,1773.6,1741.7,1755.3,895026
2015-08-28,1721.5,1726.7,1719.4,1721.4,1257056
2015-08-31,1723.4,1722.3,1713.2,1716.8,1193933
2015-09-01,1769.7,1781.7,1747.2,1764.4,943745
2015-09-02,1748.9,1758.4,1725.6,1744.6,1118178
2015-09-03,1747.4,1757.9,1749.2,1752.7,1338092
2015-09-04,1778.3,1791.7,1774.1,1777.1,1267432
2015-09-07,1786.2,1795.8,1761.2,1783.7,1498259
2015-09-08,1796.4,1796.2,1768.2,1794.4,376788
2015-09-09,1793.5,1798.3,1779.8,1798.3,1325560
2015-09-10,1750.8,1764.6,1736.1,1750.9,1085244
2015-09-11,1744.3,1766.8,1721.2,1747.3,1146024
2015-09-14,1775.8,1789.6,1757.5,1778.5,438168
2015-09-15,1744.0,1747.4,1732.3,1741.9,1279077
2015-09-16,1707.4,1724.3,1696.7,1709.3,1405001
2015-09-17,1695.8,1718.4,1681.1,1699.0,824574
2015-09-18,1672.7,1691.4,1667.4,1667.9,393436
2015-09-21,1692.6,1711.3,1676.7,1688.8,1199446
2015-09-22,1697.5,1702.3,1679.7,1691.4,841343
2015-09-23,1716.5,1737.6,1690.5,1713.7,1055207
2015-09-24,1722.3,1728.6,1716.0,1719.8,1267669
2015-09-25,1711.7,1715.4,1700.6,1714.9,707564
2015-09-28,1673.9,1680.8,1670.7,1678.1,1263575
2015-09-29,1685.5,1686.3,1669.3,1684.5,909395
2015-09-30,1674.1,1683.5,1652.8,1674.9,805060
2015-10-01,1706.3,1710.4,1691.3,1710.3,1498327
2015-10-02,1688.1,1708.4,1687.4,1690.1,968318
2015-10-05,1713.0,1729.7,1701.6,1712.0,950183
2015-10-06,1720.4,1750.4,1724.8,1727.1,1229076
2015-10-07,1699.1,1704.8,1675.4,1700.1,569533
2015-10-08,1707.3,1726.7,1693.8,1709.5,827170
2015-10-09,1745.0,1751.5,1721.3,1743.9,548603
2015-10-12,1736.0,1761.1,1734.9,1735.6,1177609
2015-10-13,1754.2,1766.6,1728.4,1753.8,625796
2015-10-14,1761.2,1768.2,1734.9,1755.0,609362
2015-10-15,1743.6,1761.5,1725.0,1740.9,375074
2015-10-16,1719.8,1744.9,1697.9,1720.7,613140
2015-10-19,1686.7,1690.3,1686.9,1688.3,457444
2015-10-20,1683.1,1693.3,1668.5,1686.9,1079411
2015-10-21,1682.5,1703.4,1670.7,1679.4,465812
2015-10-22,1688.5,1696.5,1670.3,1686.2,707890
2015-10-23,1712.1,1719.1,1695.4,1715.8,1294433
2015-10-26,1709.7,1714.9,1701.2,1704.1,1069779
2015-10-27,1701.5,1726.4,1686.6,1702.1,1064235
2015-10-28,1712.9,1728.2,1703.3,1708.3,1103976
2015-10-29,1715.7,1732.6,1707.7,1717.4,335245
2015-10-30,1723.9,1729.2,1702.4,1717.3,328530
2015-11-02,1709.8,1737.8,1705.0,1714.6,1437371
2015-11-03,1667.5,1673.3,1643.5,1667.5,548571
2015-11-04,1651.7,1655.6,1630.4,1653.7,1450802
2015-11-05,1649.7,1676.2,1637.8,1655.1,941983
2015-11-06,1653.8,1661.0,1636.3,1647.4,1467260
2015-11-09,1684.4,1693.2,1670.6,1684.0,904055
2015-11-10,1712.0,1728.3,1693.7,1708.0,1063366
2015-11-11,1691.5,1712.8,1690.2,1694.4,1332371
2015-11-12,1723.6,1744.7,1701.9,1719.9,1217364
2015-11-13,1714.4,1723.0,1693.1,1715.2,1333177
2015-11-16,1737.8,1748.2,1730.8,1734.8,800451
2015-11-17,1699.7,1699.6,1689.5,1698.1,830496
2015-11-18,1690.7,1700.1,1691.0,1692.6,873972
2015-11-19,1686.0,1692.2,1663.3,1680.2,659208
2015-11-20,1664.0,1681.1,1660.1,1664.8,1323723
2015-11-23,1672.3,1677.7,1666.1,1666.2,423386
2015-11-24,1668.7,1683.6,1657.3,1667.6,1062608
2015-11-25,1658.3,1682.2,1656.0,1660.3,701096
2015-11-26,1618.7,1632.9,1620.8,1624.1,1332912
2015-11-27,1608.9,1617.0,1592.3,1606.7,876950
2015-11-30,1589.9,1608.4,1582.1,1586.5,1139433
2015-12-01,1607.9,1632.7,1607.7,1610.6,983626
2015-12-02,1588.1,1603.6,1567.5,1586.7,544715
2015-12-03,1618.8,1623.7,1603.1,1616.9,633636
2015-12-04,1593.3,1609.3,1568.4,1589.5,1457655
2015-12-07,1605.8,1629.2,1604.9,1609.0,422573
2015-12-08,1602.9,1627.0,1592.8,1604.4,646703
2015-12-09,1592.6,1612.1,1592.8,1597.9,685087
2015-12-10,1616.9,1635.2,1606.3,1614.0,1208935
2015-12-11,1609.1,1627.8,1598.4,1611.3,1184859
2015-12-14,1618.6,1638.6,1600.5,1620.4,626226
2015-12-15,1627.9,1631.2,1609.7,1626.8,819794
2015-12-16,1621.7,1639.2,1610.4,1628.1,1439791
2015-12-17,1619.1,1646.3,1601.3,1625.5,323711
2015-12-18,1631.3,1643.6,1611.8,1626.9,874324
2015-12-21,1619.3,1641.0,1611.8,1624.3,445758
2015-12-22,1605.8,1609.2,1593.4,1609.2,1243007
2015-12-23,1592.3,1590.4,1582.6,1586.3,388816
2015-12-24,1579.6,1589.8,1567.9,1577.4,464626
2015-12-25,1576.4,1597.0,1578.1,1580.3,388140
2015-12-28,1603.1,1608.6,1587.2,1604.0,324038
2015-12-29,1588.7,1609.1,1592.8,1595.1,611476
2015-12-30,1609.2,1632.6,1594.8,1612.9,807261
2015-12-31,1596.6,1614.0,1581.0,1602.4,861922
2016-01-01,1613.3,1612.5,1606.7,1606.9,742413
2016-01-04,1597.1,1599.5,1584.9,1591.0,1064766
2016-01-05,1580.2,1587.8,1566.5,1578.4,1277765
2016-01-06,1593.6,1593.2,1573.2,1589.4,419563
2016-01-07,1575.0,1584.4,1565.0,1580.5,628150
2016-01-08,1560.3,1576.5,1540.3,1556.2,598691
2016-01-11,1599.1,1593.7,1574.4,1593.0,1220984
2016-01-12,1598.2,1606.8,1587.5,1592.3,673650
2016-01-13,1608.9,1614.5,1589.4,1607.9,1473150
2016-01-14,1629.2,1650.5,1612.7,1626.8,550338
2016-01-15,1629.7,1629.6,1610.0,1628.0,1129982
2016-01-18,1625.5,1645.3,1623.5,1626.1,1194562
2016-01-19,1571.1,1580.3,1554.9,1566.7,1397616
2016-01-20,1628.7,1644.3,1619.1,1622.6,1029038
2016-01-21,1629.2,1634.3,1623.2,1629.4,599948
2016-01-22,1622.8,1641.8,1618.9,1624.4,1383121
2016-01-25,1630.0,1635.6,1608.0,1628.2,791450
2016-01-26,1630.4,1645.5,1609.6,1628.2,576519
2016-01-27,1584.4,1589.7,1576.2,1583.9,1457099
2016-01-28,1557.0,1581.6,1555.9,1559.3,918247
2016-01-29,1586.1,1592.5,1578.4,1581.0,1130662
2016-02-01,1555.8,1564.7,1544.4,1555.4,402061
2016-02-02,1562.3,1567.3,1558.9,1566.5,462590
2016-02-03,1573.1,1583.6,1565.2,1567.6,1179622
2016-02-04,1542.9,1563.2,1536.5,1548.6,568778
2016-02-05,1535.9,1546.0,1518.4,1536.5,1192655
2016-02-08,1553.0,1555.7,1547.0,1548.2,391420
2016-02-09,1535.7,1541.9,1530.4,1534.2,445336
2016-02-10,1520.9,1527.7,1512.8,1518.7,703244
2016-02-11,1536.5,1552.0,1514.9,1532.2,898159
2016-02-12,1517.0,1532.3,1500.0,1514.4,1086335
2016-02-15,1510.1,1532.8,1497.4,1514.9,864551
2016-02-16,1514.7,1528.6,1506.5,1519.3,516835
2016-02-17,1552.0,1562.0,1546.7,1556.5,691454
2016-02-18,1550.8,1558.1,1551.7,1556.0,486737
2016-02-19,1585.5,1591.3,1575.9,1588.5,805155
2016-02-22,1580.0,1584.6,1570.2,1583.8,1494056
2016-02-23,1563.3,1582.5,1553.8,1566.5,1103596
2016-02-24,1522.5,1546.9,1518.0,1525.1,832590
2016-02-25,1541.3,1557.8,1527.9,1536.7,1376416
2016-02-26,1551.9,1555.1,1524.8,1547.6,1112555
2016-02-29,1561.5,1585.8,1550.6,1565.5,333980
2016-03-01,1583.3,1591.7,1572.4,1582.3,843324
2016-03-02,1566.2,1570.4,1565.2,1566.4,726641
2016-03-03,1584.2,1611.6,1577.2,1588.7,1109525
2016-03-04,1605.9,1612.3,1595.3,1603.5,735490
2016-03-07,1590.9,1610.5,1568.2,1588.5,1471746
2016-03-08,1590.6,1609.1,1573.3,1591.9,1315833
2016-03-09,1590.5,1591.0,1583.1,1584.7,523109
2016-03-10,1638.5,1648.8,1630.5,1632.2,674659
2016-03-11,1615.9,1642.5,1601.8,1621.5,1232940
2016-03-14,1593.0,1597.9,1581.6,1592.1,1363342
2016-03-15,1582.1,1594.0,1583.9,1586.7,1108811
2016-03-16,1606.4,1624.1,1606.2,1606.6,566822
2016-03-17,1596.9,1613.3,1593.9,1596.3,308180
2016-03-18,1580.2,1596.8,1555.9,1577.1,470527
2016-03-21,1564.9,1568.7,1561.0,1568.1,1130899
2016-03-22,1539.2,1559.4,1527.1,1537.2,1486275
2016-03-23,1566.5,1577.5,1547.7,1564.6,1423829
2016-03-24,1560.3,1563.2,1543.0,1560.0,1418411
2016-03-25,1556.2,1561.8,1544.5,1551.3,328811
2016-03-28,1514.7,1510.3,1503.4,1509.2,1151431
2016-03-29,1511.0,1524.6,1507.1,1511.3,305252
2016-03-30,1500.9,1501.2,1495.5,1500.4,940335
2016-03-31,1471.6,1491.4,1463.4,1469.8,458564
2016-04-01,1443.7,1442.9,1420.1,1441.5,484973
2016-04-04,1429.7,1448.8,1418.6,1434.8,505718
2016-04-05,1433.4,1450.1,1415.2,1430.4,669615
2016-04-06,1401.3,1416.8,1393.9,1402.1,1409155
2016-04-07,1402.5,1412.8,1385.8,1406.5,349014
2016-04-08,1413.1,1432.5,1406.0,1414.8,1010307
2016-04-11,1389.5,1397.2,1383.1,1387.4,1062200
2016-04-12,1402.9,1419.3,1387.7,1402.8,1293975
2016-04-13,1395.0,1406.6,1374.1,1393.9,455254
2016-04-14,1394.4,1394.8,1376.8,1391.1,1014819
2016-04-15,1404.2,1402.4,1392.8,1400.6,1094327
2016-04-18,1442.4,1467.2,1438.2,1446.2,517208
2016-04-19,1443.6,1450.4,1426.1,1443.8,450131
2016-04-20,1447.5,1457.3,1443.2,1448.8,1479675
2016-04-21,1445.9,1468.9,1435.3,1451.6,1335177
2016-04-22,1455.6,1454.0,1447.6,1453.0,1415240
2016-04-25,1455.9,1468.7,1434.1,1454.2,774983
2016-04-26,1457.7,1473.7,1450.3,1459.2,1058829
2016-04-27,1460.9,1471.7,1447.3,1455.1,794531
2016-04-28,1458.9,1472.3,1448.1,1461.6,1073067
2016-04-29,1451.8,1472.0,1441.1,1451.6,901199
2016-05-02,1472.6,1485.4,1467.7,1473.6,803670
2016-05-03,1504.3,1507.4,1485.7,1498.8,745428
2016-05-04,1549.6,1545.2,1532.3,1544.2,1315699
2016-05-05,1542.2,1563.8,1533.0,1541.6,940380
2016-05-06,1510.4,1529.6,1491.4,1510.9,841929
2016-05-09,1531.4,1556.7,1527.8,1536.3,1121820
2016-05-10,1529.7,1538.4,1505.2,1527.4,1074567
2016-05-11,1551.9,1558.7,1545.1,1551.5,629493
2016-05-12,1557.9,1578.1,1563.8,1564.0,1031589
2016-05-13,1547.5,1561.9,1532.2,1549.4,1491227
2016-05-16,1601.1,1606.9,1597.7,1598.3,1128929
2016-05-17,1586.4,1592.0,1590.1,1591.2,491027
2016-05-18,1535.9,1546.8,1518.1,1540.8,789785
2016-05-19,1510.2,1524.3,1501.0,1515.2,602396
2016-05-20,1546.2,1567.0,1533.6,1547.3,822276
2016-05-23,1572.7,1597.6,1563.6,1575.2,368150
2016-05-24,1574.8,1587.0,1571.6,1572.0,496715
2016-05-25,1599.0,1608.4,1569.4,1593.0,507956
2016-05-26,1624.7,1636.1,1618.5,1620.7,1153738
2016-05-27,1607.3,1611.9,1591.6,1600.9,1334865
2016-05-30,1613.4,1612.3,1593.3,1608.5,874545
2016-05-31,1633.5,1640.5,1622.8,1630.0,862072
2016-06-01,1655.3,1674.3,1629.6,1652.9,1044494
2016-06-02,1654.1,1675.8,1629.9,1651.1,1381165
2016-06-03,1648.6,1655.3,1634.7,1652.5,341314
2016-06-06,1700.8,1712.6,1696.7,1703.3,1393105
2016-06-07,1655.3,1664.0,1639.4,1659.2,1179171
2016-06-08,1700.1,1728.3,1702.7,1703.0,473193
2016-06-09,1706.4,1735.9,1698.3,1711.7,1139844
2016-06-10,1729.6,1742.2,1705.5,1729.8,551268
2016-06-13,1754.0,1781.7,1741.1,1759.4,1022259
2016-06-14,1753.2,1762.8,1727.1,1752.5,588394
2016-06-15,1745.9,1761.9,1736.6,1746.1,1441639
2016-06-16,1790.3,1816.2,1791.2,1793.8,1131277
2016-06-17,1784.5,1806.0,1760.9,1785.2,1009507
2016-06-20,1804.1,1828.5,1804.1,1807.0,725672
2016-06-21,1808.8,1815.6,1810.4,1815.6,1025800
2016-06-22,1823.4,1835.5,1793.2,1818.7,1270015
2016-06-23,1878.7,1896.8,1852.9,1872.4,314340
2016-06-24,1885.2,1893.5,1871.0,1891.7,1290549
2016-06-27,1912.4,1932.4,1890.6,1918.8,1332924
2016-06-28,1887.5,1907.7,1881.3,1883.7,819181
2016-06-29,1906.8,1908.9,1879.6,1903.0,989258
2016-06-30,1866.8,1888.4,1845.8,1871.4,1055319
2016-07-01,1884.5,1901.7,1866.4,1891.8,1094016
2016-07-04,1870.1,1891.9,1847.3,1873.5,1492952
2016-07-05,1858.6,1876.3,1839.6,1864.3,482245
2016-07-06,1900.3,1899.6,1873.8,1896.5,1094205
2016-07-07,1847.1,1866.6,1842.7,1851.2,734390
2016-07-08,1920.5,1921.8,1912.1,1920.3,790636
2016-07-11,1929.0,1936.3,1919.3,1933.8,1328173
2016-07-12,1935.6,1959.5,1929.4,1932.5,1293514
2016-07-13,1968.9,1975.2,1948.8,1965.9,1152579
2016-07-14,1937.5,1941.2,1922.8,1930.9,1294330
2016-07-15,1913.9,1915.4,1904.4,1911.3,815211
2016-07-18,1946.5,1967.5,1938.5,1938.9,1436795
2016-07-19,1926.3,1958.5,1912.6,1933.5,474241
2016-07-20,1947.8,1948.2,1924.9,1944.9,541572
2016-07-21,1948.0,1955.0,1929.0,1941.3,1426231
2016-07-22,1945.4,1947.6,1932.4,1941.0,864993
2016-07-25,1953.4,1965.4,1934.5,1958.1,781061
2016-07-26,2014.7,2038.2,2006.1,2019.9,1073006
2016-07-27,2049.6,2059.6,2024.5,2046.1,1255213
2016-07-28,2084.9,2102.5,2054.7,2080.8,311610
2016-07-29,2152.6,2156.9,2142.9,2149.1,814665
2016-08-01,2166.1,2195.0,2144.8,2165.1,1055027
2016-08-02,2140.8,2161.2,2127.1,2142.9,398650
2016-08-03,2163.6,2169.3,2152.9,2166.2,1112854
2016-08-04,2215.1,2224.1,2195.5,2217.5,1055518
2016-08-05,2227.5,2249.4,2212.3,2229.6,1477448
2016-08-08,2208.4,2212.2,2199.8,2204.5,521959
2016-08-09,2221.1,2257.8,2198.7,2225.1,592802
2016-08-10,2190.6,2190.3,2180.3,2187.1,776836
2016-08-11,2189.9,2219.9,2186.3,2194.3,1126149
2016-08-12,2204.9,2221.5,2207.1,2207.2,1200880
2016-08-15,2220.7,2229.1,2208.1,2213.6,423553
2016-08-16,2234.0,2247.4,2202.5,2228.1,1473490
2016-08-17,2249.7,2249.1,2230.2,2248.4,930735
2016-08-18,2219.3,2236.3,2207.1,2215.7,1437891
2016-08-19,2262.6,2274.8,2227.4,2257.5,360383
2016-08-22,2255.7,2249.5,2224.1,2247.7,1065911
2016-08-23,2272.0,2293.9,2243.6,2274.4,887195
2016-08-24,2340.1,2364.2,2322.3,2342.4,353606
2016-08-25,2371.2,2403.5,2358.0,2375.6,1351905
2016-08-26,2435.0,2470.8,2433.6,2438.3,479001
2016-08-29,2547.8,2565.8,2553.7,2555.4,355553
2016-08-30,2591.1,2615.6,2572.0,2593.6,653187
2016-08-31,2628.1,2638.3,2632.7,2636.0,1225223
2016-09-01,2641.4,2677.8,2651.3,2652.0,996033
2016-09-02,2646.4,2680.3,2615.9,2641.5,532530
2016-09-05,2623.8,2656.4,2617.8,2620.1,467747
2016-09-06,2698.9,2712.0,2664.4,2704.0,946086
2016-09-07,2702.1,2710.9,2689.5,2695.2,787561
2016-09-08,2667.9,2692.9,2651.1,2668.7,699198
2016-09-09,2720.8,2747.3,2713.1,2723.2,1170758
2016-09-12,2765.4,2794.1,2736.2,2765.4,1054051
2016-09-13,2783.2,2789.8,2754.3,2788.6,1415326
2016-09-14,2790.2,2827.7,2775.0,2800.4,1443632
2016-09-15,2793.8,2793.5,2770.8,2792.5,1169457
2016-09-16,2795.2,2829.3,2785.5,2797.7,1472630
2016-09-19,2761.4,2789.9,2737.5,2757.9,311163
2016-09-20,2764.2,2773.4,2739.8,2758.8,458575
2016-09-21,2782.0,2802.0,2773.9,2782.8,871250
2016-09-22,2756.4,2805.1,2728.2,2764.7,1094456
2016-09-23,2764.4,2798.6,2770.3,2772.9,430903
2016-09-26,2779.3,2793.6,2758.0,2777.8,1314085
2016-09-27,2747.5,2755.4,2741.8,2747.7,825123
2016-09-28,2814.4,2838.4,2787.6,2814.4,741431
2016-09-29,2739.0,2767.5,2726.8,2731.3,1083284
2016-09-30,2645.3,2648.3,2621.2,2645.0,405199
2016-10-03,2583.0,2614.5,2544.6,2580.8,1438043
2016-10-04,2529.0,2525.5,2482.9,2520.4,1099888
2016-10-05,2474.9,2512.0,2448.0,2480.9,1133857
2016-10-06,2521.6,2526.8,2480.3,2514.8,1274584
